id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
nimbus:consensus:PR#6099,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The bug is a client-specific stability issue during deep reorgs, not triggerable by a single remote packet to impact the network scale required for eligibility."
efe8e6e99cf3be99,Medium,upstream-cvss,,,,
nimbus:consensus:PR#5727,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#5694,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious attestation can crash this light-client, but since it is a minor client (<10%), it cannot bring down >5% of the total network."
nimbus:consensus:PR#5628,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The issue is a crash in a local REST API handler for an unsupported feature, which does not impact network consensus or validator security."
nimbus:consensus:PR#5621,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is in a client-local blob quarantine pool; while triggerable by a remote packet, it only affects this minority client's liveness."
nimbus:consensus:PR#5520,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The fix addresses REST API JSON decoding, which is a client-local communication layer and does not affect consensus, chain stability, or validator security."
nimbus:consensus:PR#5410,not-eligible,llm-estimated,none,local_internal,client_specific,"This is a CI build failure (OOM) on Windows, which is a tooling issue and has no impact on the live network."
nimbus:consensus:PR#5395,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses a compilation error in the test suite and has no impact on the running network.
nimbus:consensus:PR#5369,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug is in a client-specific memory buffer (quarantine) and does not affect consensus or the network at large, as this client has <10% market share and the logic is not spec-level."
nimbus:consensus:PR#5109,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The fixes address local deadlock and connection recovery issues in the validator client's internal block monitoring, which are not triggerable by a single remote network packet or transaction."
nimbus:consensus:PR#5025,not-eligible,llm-estimated,local_only,remote_needs_conditions,client_specific,"The issue requires a user to explicitly configure their node to trust a malicious remote sync server, affecting only that local node's state."
nimbus:consensus:PR#4997,not-eligible,llm-estimated,none,local_internal,client_specific,"The crash is triggered by a local CLI command importing a malformed JSON file, not by a remote network packet or transaction."
nimbus:consensus:PR#4963,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#4812,not-eligible,llm-estimated,none,local_internal,client_specific,"This is a non-functional logging addition for observability, not a fix for a network-impacting vulnerability."
nimbus:consensus:PR#4759,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote trigger causing an assertion failure crashes the client; since the client has <10% market share but >5%, it meets the Medium threshold for liveness impact."
nimbus:consensus:PR#4687,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious block causes a panic via doAssert, crashing the client; since it is a minor client (<10%), it exceeds the 0.01% threshold for Low but stays below Medium."
nimbus:consensus:PR#4611,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#4590,not-eligible,llm-estimated,none,local_internal,client_specific,"The issue relates to local validator client startup and keystore loading, which is not reachable via a remote network packet."
nimbus:consensus:PR#4580,not-eligible,llm-estimated,none,local_internal,client_specific,The provided diff is primarily a type refactor and internal cleanup with no demonstrable remote exploit vector.
nimbus:consensus:PR#4479,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious P2P packet could disconnect or crash a minor client (<10%), potentially bringing down >5% of the network if the crash is fatal."
nimbus:consensus:PR#4420,low,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A malicious block with an invalid hash would cause this client to diverge from the network, resulting in a chain split affecting only this client's small market share (<10%)."
nimbus:consensus:PR#4401,not-eligible,llm-estimated,none,local_internal,client_specific,"The code is adding observability hooks (callbacks) for light client progress, which is a feature addition/tooling update with no security impact."
nimbus:consensus:PR#4364,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses an HTTP 413 error when sending validator registrations to a builder relay, which is a local operational issue with no remote trigger or network-scale impact."
nimbus:consensus:PR#4251,not-eligible,llm-estimated,none,local_internal,client_specific,The PR is a feature enhancement for node startup/sync logic and does not fix a vulnerability reachable via network packets or transactions.
nimbus:consensus:PR#4161,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The bug requires a specific sequence of offline reorgs and restarts, failing the 'single network packet/tx' requirement for eligibility."
nimbus:consensus:PR#4044,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug causes a local sync deadlock for a minority client (<10%) via a P2P message, affecting only nodes running this client without causing a network-wide split."
nimbus:consensus:PR#4003,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The reported segfault and stalls depend on local configuration or internal timeout issues, not a single remote network packet or transaction affecting the network."
nimbus:consensus:PR#3924,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#3862,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix prevents a crash during block processing, but as a minor client (<10%), its failure does not meet the >33% or >5% threshold for High/Medium unless the crash is systemic across the specific cli"
nimbus:consensus:PR#3809,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The overflow occurs during local node initialization based on configuration, not via a remote packet or transaction."
nimbus:consensus:PR#3577,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff contains only Makefile updates and naming changes for build targets/internal variables, which have no network impact."
nimbus:consensus:PR#3540,not-eligible,llm-estimated,none,local_internal,spec_level,The provided diff is a routine code update to track execution payload roots in block references and does not describe a triggerable security vulnerability.
nimbus:consensus:PR#3513,not-eligible,llm-estimated,none,local_internal,client_specific,"The change is a memory optimization to prevent linear growth of the block dag in RAM, not a security vulnerability fix."
nimbus:consensus:PR#3488,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#3459,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"Adding validation to a light-client update does not fix a network-scale vulnerability, as signature verification already protects against invalid fork versions."
nimbus:consensus:PR#3428,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Incorrect reward calculation in spec-level logic for a client with <10% share causes a split/down of that specific client population.
nimbus:consensus:PR#3398,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#3354,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes fix internal resource leaks and Eth1 monitor synchronization logic, which have no network-scale impact reachable by a single packet/tx."
nimbus:consensus:PR#3331,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A consensus divergence in block processing for a client with <10% share can cause a network split of up to 10%, falling into the Medium tier (>5%)."
nimbus:consensus:PR#3293,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix addresses an unbounded in-memory map in a minor client; while it prevents a local OOM, it does not impact network-scale liveness or consensus."
nimbus:consensus:PR#3232,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,The bug is limited to the serialization of a debug REST API endpoint and does not impact consensus or network stability.
nimbus:consensus:PR#3230,low,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"The bug allows a single packet to cause issues, but since the client has <10% share, it cannot meet the >33% or >5% thresholds for High/Medium severity."
nimbus:consensus:PR#3225,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The bug is a client-specific database persistence issue that does not affect the global consensus spec and cannot impact >0.01% of the total network.
nimbus:consensus:PR#3204,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"This is a platform-specific stability fix for Windows toolchain stack corruption, not triggerable by a single remote network packet."
nimbus:consensus:PR#3201,not-eligible,llm-estimated,local_only,local_internal,client_specific,The vulnerability requires a locally stored malformed keystore file and cannot be triggered by a remote network packet or transaction.
nimbus:consensus:PR#3189,not-eligible,llm-estimated,none,remote_single_message_or_tx,spec_level,"The diff shows routine maintenance, logging improvements, and a performance optimization for sync backfilling, with no exploitable security vulnerability identified."
nimbus:consensus:PR#3050,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff contains only refactoring, type renaming, and a fix for a debug API; no network-reachable vulnerability is addressed."
nimbus:consensus:PR#2934,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash occurs during internal validator duties and only affects the local node, with no way for a single remote packet to crash >0.01% of the network given the client's small market share."
nimbus:consensus:PR#2659,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A consensus divergence triggered by a network packet in a client with <10% market share causes a chain split of <10%, mapping to Medium severity."
nimbus:consensus:PR#2655,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is internally triggered during block production and cannot be reached by a remote network packet or transaction.
nimbus:consensus:PR#2634,not-eligible,llm-estimated,none,local_internal,spec_level,The diff represents a type refactoring to support fork-specific state data and does not exhibit a reachable vulnerability.
nimbus:consensus:PR#2495,not-eligible,llm-estimated,none,local_internal,client_specific,The diff shows a structural refactor and test additions rather than a fix for a security vulnerability reachable by a remote packet.
nimbus:consensus:PR#2455,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes are purely for exception handling cleanup and copyright updates, providing no network-scale impact or security vulnerability."
nimbus:consensus:PR#2392,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malformed network packet with an oversized slot/epoch causes a panic via doAssert, crashing the client, but since this is a minor client and slashing protection is local, it only affects a small fra"
nimbus:consensus:PR#2383,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,The diff shows a code refactor and reorganization of P2P validation logic rather than a fix for a vulnerability that could crash or split the network.
nimbus:consensus:PR#2377,not-eligible,llm-estimated,none,local_internal,client_specific,"The code diff contains only file renames and directory reorganization, with no logic changes to address the mentioned vulnerability."
nimbus:consensus:PR#2374,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a pure refactor of directory structure and imports with no changes to executable logic.
nimbus:consensus:PR#2371,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff shows only file renames and updated import paths for a code reorganization, with no changes to functional logic."
nimbus:consensus:PR#2353,low,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A malformed slot in a network packet could crash or split this client, which represents <10% of the network."
nimbus:consensus:PR#2343,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"An assertion failure causes the node to crash; since this client has <10% market share, it triggers a Medium severity DOS (>5% of network)."
378486f67cd69bd6,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Fixes a crash in the P2P subnet cycling logic that could take down the minor client (<10% share), which maps to the Medium tier for bringing down >5% of the network."
nimbus:consensus:PR#2188,not-eligible,llm-estimated,none,local_internal,spec_level,This is a code refactor removing an unused cache parameter from internal validation functions; it introduces no functional change or vulnerability.
nimbus:consensus:PR#2032,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#1995,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix addresses validator attestation timing, which affects local validator performance but does not cause a network-scale split or crash as defined by the bounty tiers."
nimbus:consensus:PR#1810,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The bug is an RPC-layer crash in a minority client that does not affect consensus or the network's overall liveness.
nimbus:consensus:PR#1791,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A single malicious aggregate attestation causes a crash in a client with <10% market share, bringing down >5% of the network."
nimbus:consensus:PR#1776,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A remote block triggering a panic in a minor client (<10%) causes a denial of service for those specific nodes.
nimbus:consensus:PR#1566,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The fix addresses an integer overflow in telemetry metrics, which has no impact on consensus and is explicitly listed as not-eligible under metrics/tooling."
nimbus:consensus:PR#1550,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A spec-level divergence in deposit processing can be triggered by a single block, causing this client (<10% share) to split from the network."
nimbus:consensus:PR#1325,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A crash or divergence in spec-level slashing logic triggered by a single block would split the network by the percentage of nodes running this client (~5-10%).
nimbus:consensus:PR#1285,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The bug is in client-specific P2P peer pool logic; crashing a minor client (<10%) does not constitute a network-scale impact per EF definitions.
nimbus:consensus:PR#1223,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A remote packet can crash the consensus client, and since the client's market share is <10% but potentially >5%, it fits the Medium tier for bringing down a portion of the network."
nimbus:consensus:PR#1213,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The change implements missing spec validation for P2P attestations; no demonstrated vulnerability or network-scale impact is present.
nimbus:consensus:PR#1181,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malicious attestation causes a consensus-level crash, and since this client is <10% but potentially >5% of the network, it fits the Medium liveness DoS criteria."
nimbus:consensus:PR#1154,low,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"Incorrect attestation validation is spec-level and remotely triggerable, but since the client has <10% market share, it cannot trigger High/Medium thresholds (>33% or >5%) alone."
nimbus:consensus:PR#1018,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#1013,not-eligible,llm-estimated,none,local_internal,client_specific,"The change introduces internal assertions to detect node detachment, which is a diagnostic improvement and not a security fix reachable by a remote attacker."
nimbus:consensus:PR#1011,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,A potential memory leak in a minority client that preserves memory safety does not constitute a single-packet network-scale crash or split.
d02d4547c9abc2f9,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix addresses a memory leak in a client-specific cache; since the client has <10% share, it is unlikely to meet the >33% or >5% network-wide impact thresholds for High/Medium severity."
nimbus:consensus:PR#1005,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Fixes a crash on peer disconnect and block processing failure in a minority client (<10%), causing a localized DoS of that client."
nimbus:consensus:PR#990,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote malicious attestation can crash this minor client, resulting in a liveness DOS for users of this specific client (<10% of network)."
nimbus:consensus:PR#930,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Fixes resource exhaustion during state transitions in a minor client (<10%), which could lead to a DoS of that specific client's nodes."
nimbus:consensus:PR#925,not-eligible,upstream-cvss,,,,
b89b66ccf953baca,High,bounty-graded,,,,
ad84bf1a7cd04840,Medium,upstream-cvss,,,,
nimbus:consensus:PR#695,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malformed SSZ packet could crash the client; since the client has <10% share, this brings down >5% of the network."
75def11ca800de4c,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A crafted block can trigger a crash in the block pool due to inconsistent DB state, potentially taking down this client's <10% network share."
nimbus:consensus:PR#574,not-eligible,llm-estimated,none,local_internal,client_specific,The PR only modifies test files and build scripts to bypass failing tests; it does not change any functional code reachable by the network.
nimbus:consensus:PR#543,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#461,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"An error in the state transition for justification bits leads to a consensus divergence (chain split) for all users of this client, which represents <10% of the network."
427f665e6c3a2695,Medium,bounty-graded,,,,
nimbus:consensus:PR#375,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"The fix replaces a crash (doAssert) with a fallback during JSON serialization of signatures, which would otherwise allow a malicious attestation to crash a minority client (<10%) but >5% of the networ"
nimbus:consensus:PR#159,not-eligible,upstream-cvss,,,,
nimbus:consensus:PR#149,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Correcting a wrong hash function and an underflow in spec-level logic prevents a chain split affecting this client's <10% market share.
nimbus:consensus:PR#138,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses a local shell script for simulation tests and has no impact on the network or consensus.
nimbus:consensus:PR#108,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug causes a node crash upon processing attestations, but since it is a minor client (<10%), it cannot bring down the network thresholds required for Medium/High."
nimbus:consensus:PR#7,low,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"Malformed SSZ packets trigger a panic/crash via doAssert, but the client's <10% market share keeps the network impact below the Medium threshold."
prysm:prysmaticlabs-prysm:ISSUE#9975,not-eligible,llm-estimated,none,local_internal,client_specific,"The issue relates to general security hygiene and dependency updates found by a scanner, with no network-scale impact reachable by a single transaction."
prysm:prysmaticlabs-prysm:ISSUE#9333,not-eligible,llm-estimated,local_only,local_internal,client_specific,The issue is a local file path validation error that cannot be triggered by a remote network packet or on-chain transaction.
prysm:prysmaticlabs-prysm:ISSUE#9247,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The vulnerability affects a management API endpoint rather than the P2P consensus layer, meaning it cannot take down the network with a single network packet/tx."
prysm:prysmaticlabs-prysm:ISSUE#9098,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A flaw in BLS multi-signature verification allows forged consensus messages, which for a major client leads to a network-scale chain split."
8f92ad9b607b0704,not-eligible,upstream-cvss,,,,
prysm:prysmaticlabs-prysm:ISSUE#8863,not-eligible,upstream-cvss,,,,
prysm:prysmaticlabs-prysm:ISSUE#7514,not-eligible,llm-estimated,none,local_internal,client_specific,The issue is a general security hardening and cleanup task with no specific remote trigger or network-scale impact.
reth:paradigmxyz-reth:PR#9350,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a metadata update to a GitHub issue template and has zero impact on the network or software functionality.
reth:paradigmxyz-reth:PR#18712,not-eligible,llm-estimated,local_only,remote_single_message_or_tx,client_specific,"The vulnerability affects individual node RPC authentication and has no impact on the global network state, consensus, or value integrity."
913f5fb4d5500e36,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a documentation typo fix in SECURITY.md and has no impact on the network.
reth:paradigmxyz-reth:PR#7685,not-eligible,llm-estimated,none,local_internal,client_specific,The fix only removes Windows line endings from the source code and has no effect on the compiled binary or network functionality.
reth:paradigmxyz-reth:PR#23561,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The panic only affects the specific RPC subscription task that lagged, causing no network-scale impact or node-wide crash."
reth:paradigmxyz-reth:PR#23331,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote P2P packet can trigger a panic in the logging layer, crashing the specific client node, but it does not affect consensus or a significant portion of the network."
1f42e85906a33090,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote transaction creating a specific trie state causes a panic in this specific client, which represents <10% of the network."
reth:paradigmxyz-reth:PR#22993,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malicious transaction triggering a panic in a worker pool would crash the client, affecting <10% of the network, which fits the Medium tier (>5% down)."
reth:paradigmxyz-reth:PR#22386,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug allows a remote tx to crash a single node, but since it is client-specific and doesn't affect consensus or >0.01% of the total network, it is not eligible."
reth:paradigmxyz-reth:PR#21275,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"An integer overflow causing a panic in transaction lookup can be triggered remotely to crash the client, affecting <10% of the network."
b67c4eb1f8cd5190,not-eligible,llm-estimated,none,local_internal,client_specific,"The panic occurs in a benchmarking tool (reth-bench), which is not part of the network-facing node software and has no impact on chain integrity or liveness."
reth:paradigmxyz-reth:PR#18502,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A remote transaction triggering a panic in a client with <10% share can bring down >5% of the network.
9e4374f01721132b,not-eligible,upstream-cvss,,,,
reth:paradigmxyz-reth:PR#18602,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses panics in a local CLI benchmarking tool, which has no network impact and cannot be triggered remotely."
reth:paradigmxyz-reth:PR#18570,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses a panic in a local benchmarking CLI tool, which has no impact on network liveness, integrity, or consensus."
1b089477cc6f45c4,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"The panic occurs within a `trace!` logging statement, which is typically disabled in production builds, meaning it cannot be triggered by a remote attacker in a live environment."
reth:paradigmxyz-reth:PR#16013,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The panic occurs within a Debug implementation, which is used for logging and not triggered by standard network packet processing."
reth:paradigmxyz-reth:PR#13841,not-eligible,llm-estimated,none,local_internal,client_specific,"The panic occurs in a debug client provider, affecting only local tooling/CLI and not the network-facing consensus logic."
reth:paradigmxyz-reth:PR#12407,not-eligible,llm-estimated,none,local_internal,client_specific,The fix only improves a panic message in a benchmark utility and performs minor code cleanup; it has no network impact.
reth:paradigmxyz-reth:PR#10824,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The panic is triggered by the node's own local ENR configuration, not by a remote packet or transaction."
reth:paradigmxyz-reth:PR#10838,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"Panic in a minor client's storage layer causes a crash, but the client's <10% market share limits the network impact to the Low tier."
reth:paradigmxyz-reth:PR#9626,not-eligible,llm-estimated,none,local_internal,client_specific,This is a developer tooling improvement for panic debugging with no impact on network consensus or security.
reth:paradigmxyz-reth:PR#9630,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The panic occurs during internal stage configuration/import and cannot be triggered by a remote network packet or transaction.
reth:paradigmxyz-reth:PR#9087,not-eligible,llm-estimated,none,local_internal,client_specific,This is a test-only change to improve error messages during flaky test failures.
reth:paradigmxyz-reth:PR#8725,not-eligible,llm-estimated,none,local_internal,client_specific,The panic occurs in a debug-client utility and is not reachable via network packets or transactions.
reth:paradigmxyz-reth:PR#7834,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A malicious block with invalid L1 calldata causes a panic during block processing, crashing all nodes using this minority client (>5% but <33% of the network)."
reth:paradigmxyz-reth:PR#7436,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote network packet can trigger a panic in the P2P transaction fetcher, crashing the client; since the client represents <10% of the network, this falls into the Medium/Low tier depending on the e"
reth:paradigmxyz-reth:PR#7171,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote P2P packet causing a panic crashes the node; since this is a minority client (<10%), the blast radius is below the 5% threshold for Medium."
31008d2a4f81b8b1,not-eligible,llm-estimated,none,local_internal,client_specific,"This is a general stability/logging improvement to handle panics gracefully, not a fix for a specific remote-triggerable vulnerability."
reth:paradigmxyz-reth:PR#5425,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,This is a 'chore' PR that changes a panic message to be more descriptive without removing the panic or fixing a security vulnerability.
reth:paradigmxyz-reth:PR#4561,not-eligible,upstream-cvss,,,,
reth:paradigmxyz-reth:PR#3279,not-eligible,llm-estimated,none,local_internal,client_specific,"The change is a cosmetic improvement to a panic message triggered by invalid local configuration, not a fix for a remotely triggerable vulnerability."
reth:paradigmxyz-reth:PR#3255,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The panic occurs in a tracing inspector, which is a tooling/debugging feature and not part of the consensus-critical execution path."
reth:paradigmxyz-reth:PR#3216,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The panic occurs in the tracing/inspection layer (revm-inspectors), which is tooling and does not affect consensus or network liveness."
reth:paradigmxyz-reth:PR#2578,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote RPC request using 'safe' or 'finalized' tags would panic the client, causing a DoS for nodes using this specific client (<10% of network)."
reth:paradigmxyz-reth:PR#2628,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"This is a stub replacement of a panic in a minor client's provider, which does not meet the network-scale impact threshold for a single transaction/packet."
reth:paradigmxyz-reth:PR#2035,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,Replacing a panic with an error prevents a potential remote crash that could take down <10% of the network (this specific client's share).
reth:paradigmxyz-reth:PR#1856,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The panic occurs in the RPC layer, affecting only the local node's API availability without impacting network consensus or other nodes."
reth:paradigmxyz-reth:PR#22373,not-eligible,llm-estimated,none,local_internal,client_specific,This is a CI infrastructure fix to prevent test runners from crashing due to OOM and has no impact on the live network.
a9523c8698f55736,not-eligible,llm-estimated,none,local_internal,client_specific,This is a local database recovery mechanism for a specific client's storage provider and cannot be triggered by a remote network message.
reth:paradigmxyz-reth:PR#7633,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses internal task panic reporting and is not triggerable by a remote network packet or on-chain transaction.
reth:paradigmxyz-reth:PR#17823,not-eligible,llm-estimated,none,local_internal,client_specific,The fix addresses a local filesystem lock file race condition that cannot be triggered by a remote network packet or transaction.
4bac0c943ac6fe4e,not-eligible,llm-estimated,none,local_internal,client_specific,"The diff only modifies test macros and test setup logic, not production code."
reth:paradigmxyz-reth:PR#7448,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix is located entirely within the e2e test suite and addresses a race condition in test setup, not production code."
reth:paradigmxyz-reth:PR#7317,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The bug is a local race condition in P2P connection accounting that does not impact network consensus, value integrity, or wide-scale liveness."
reth:paradigmxyz-reth:PR#6923,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A race condition in the database handle cache could allow a single transaction to crash the client, impacting <10% of the network (Medium tier)."
reth:paradigmxyz-reth:PR#6653,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is located entirely within test utility code and has no impact on production network logic.
reth:paradigmxyz-reth:PR#6669,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,Race condition in a minority client's local storage provider is client-specific and cannot cause a network-scale split or outage exceeding 0.01%.
reth:paradigmxyz-reth:PR#2729,not-eligible,llm-estimated,none,local_internal,client_specific,The fix only modifies a test file to resolve a flaky test and has no impact on the production network.
reth:paradigmxyz-reth:PR#3043,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is limited to a flaky test case and has no impact on the live network or client functionality.
reth:paradigmxyz-reth:PR#2730,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is located entirely within an integration test file and has no impact on production code or network behavior.
teku:ghsa-advisory:GHSA-mwfw-vm54-g3p7,Critical,upstream-cvss,,,,
20477e7159c2e375,not-eligible,upstream-cvss,,,,
561c1bd3e369f815,not-eligible,upstream-cvss,,,,
78b8ed5379bc0e1b,not-eligible,upstream-cvss,,,,
e1571a89bd83734e,not-eligible,upstream-cvss,,,,
fc384bdaf55405d0,not-eligible,upstream-cvss,,,,
dbd35c65360f86b7,not-eligible,upstream-cvss,,,,
69fd8ff8f86bb17f,not-eligible,llm-estimated,none,local_internal,client_specific,The crash is triggered only by a local CLI configuration flag during node startup and cannot be triggered remotely via a packet or transaction.
67f2f43a5cc1e7a7,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The bug is a memory leak requiring a sequence of Engine API calls rather than a single packet, and it resides in a client-specific optimization (Bonsai) rather than shared spec logic."
85bb1fb7b3b20032,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"A single transaction triggering a balance overflow would cause this client to crash/revert instead of wrapping, leading to a chain split for all users of this client (~10% of network)."
3919fe5bc27b6f9a,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A memory leak in a minority client's internal transaction processor does not cause a network-scale impact or a chain split.
6f9ecfcff3ba3ddd,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix prevents a potential crash during transaction decoding for a minority client, affecting <10% of the network."
84aa4e7064d64e2c,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The bug allows a remote trigger (via Engine API) to cause an OOM crash in Besu; because Besu's market share is <10%, this affects >0.01% but <5% of the total network."
d54de653b8e36cbd,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,Native memory leaks in a local database implementation are not triggerable by a single network packet to cause network-scale impact.
